time,sensor,PM2.5,PM10
2020-06-07 08:33:04,sds011_38CF,14.9,25.0
2020-06-07 08:34:15,sds011_38CF,13.3,19.5
2020-06-07 08:35:27,sds011_38CF,13.4,18.1
2020-06-07 08:36:39,sds011_38CF,13.5,18.4
2020-06-07 08:37:50,sds011_38CF,13.5,19.5
2020-06-07 08:39:01,sds011_38CF,13.5,18.5
2020-06-07 08:40:15,sds011_38CF,13.7,21.5
2020-06-07 08:41:26,sds011_38CF,13.7,19.6
2020-06-07 08:42:38,sds011_38CF,13.9,20.0
2020-06-07 08:43:50,sds011_38CF,14.5,23.0
2020-06-07 08:45:01,sds011_38CF,15.0,24.8
2020-06-07 08:46:31,sds011_38CF,15.8,30.5
2020-06-07 08:47:42,sds011_38CF,14.5,22.8
2020-06-07 08:48:54,sds011_38CF,14.9,23.1
2020-06-07 08:50:06,sds011_38CF,14.6,23.1
2020-06-07 08:51:19,sds011_38CF,15.6,27.0
2020-06-07 08:52:31,sds011_38CF,14.9,27.6
2020-06-07 08:53:43,sds011_38CF,14.4,22.1
2020-06-07 08:54:54,sds011_38CF,15.1,22.0
2020-06-07 08:56:05,sds011_38CF,15.7,22.6
2020-06-07 08:57:17,sds011_38CF,15.1,22.6
2020-06-07 08:58:28,sds011_38CF,14.6,21.1
2020-06-07 08:59:39,sds011_38CF,15.4,23.0
2020-06-07 09:00:53,sds011_38CF,15.9,21.7
2020-06-07 09:02:04,sds011_38CF,14.3,20.4
2020-06-07 09:03:08,sds011_38CF,14.1,20.4
2020-06-07 09:04:19,sds011_38CF,14.9,21.7
2020-06-07 09:05:30,sds011_38CF,14.2,22.3
2020-06-07 09:06:36,sds011_38CF,14.0,22.7
2020-06-07 09:07:47,sds011_38CF,14.2,27.0
2020-06-07 09:08:59,sds011_38CF,13.3,21.9
2020-06-07 09:10:10,sds011_38CF,13.2,22.6
2020-06-07 09:11:21,sds011_38CF,13.7,21.3
2020-06-07 09:12:33,sds011_38CF,13.1,17.8
2020-06-07 09:13:44,sds011_38CF,13.9,19.5
2020-06-07 09:14:56,sds011_38CF,13.1,22.5
2020-06-07 09:16:07,sds011_38CF,13.2,18.4
2020-06-07 09:17:10,sds011_38CF,13.9,24.2
2020-06-07 09:18:22,sds011_38CF,12.8,17.7
2020-06-07 09:19:34,sds011_38CF,12.5,16.9
2020-06-07 09:20:37,sds011_38CF,12.7,19.0
2020-06-07 09:21:49,sds011_38CF,12.5,17.8
2020-06-07 09:23:00,sds011_38CF,13.5,20.7
2020-06-07 09:24:11,sds011_38CF,13.3,21.4
2020-06-07 09:25:23,sds011_38CF,12.6,17.7
2020-06-07 09:26:35,sds011_38CF,13.3,18.0
